

     Summary: group layer ops

group_layer,group_conv_ops,ic,ih,iw,iact_size,oc,oh,ow,oact_size
Shortcut_21,Conv2d_49.G_swap_2.OC_8,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_2.OC_7,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_2.OC_6,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_2.OC_5,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_2.OC_4,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_2.OC_3,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_2.OC_2,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_2.OC_1,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_2.OC_0,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_48.G_IR_2.OC_1,LayerType.Conv2d,14909440,1,1,1024,224,1,5,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_48.G_IR_2.OC_0,LayerType.Conv2d,14909440,1,1,1024,224,1,5,13,r * s * c * (k // g) * h * w
Shortcut_21,PartSlice_G_SQUEZZE_106,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_21,PartSlice_G_EXPAND_107,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_48.G_IR_3.OC_2,LayerType.Conv2d,3407872,1,1,1024,64,1,4,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_48.G_IR_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_31,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_21,Shortcut_21.G_swap_3,LayerType.Add,0,,,,,,3,13,
Shortcut_21,Conv2d_49.G_swap_3.OC_30,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_29,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_28,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_27,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_26,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_25,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_24,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_23,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_22,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_21,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_20,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_19,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_18,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_17,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_16,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_15,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_14,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_13,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_12,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_11,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_10,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_9,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_8,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_7,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_6,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_5,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_4,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_3,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_2,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_1,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_49.G_swap_3.OC_0,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_48.G_IR_3.OC_1,LayerType.Conv2d,11927552,1,1,1024,224,1,4,13,r * s * c * (k // g) * h * w
Shortcut_21,Conv2d_48.G_IR_3.OC_0,LayerType.Conv2d,11927552,1,1,1024,224,1,4,13,r * s * c * (k // g) * h * w
Shortcut_21,PartSlice_G_SQUEZZE_107,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_21,Shortcut_21,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,PartSlice_G_EXPAND_108,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_0.OC_2,LayerType.Conv2d,4259840,1,1,1024,64,1,5,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_31,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Shortcut_22.G_swap_0,LayerType.Add,0,,,,,,4,13,
Shortcut_22,Conv2d_51.G_swap_0.OC_30,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_29,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_28,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_27,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_26,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_25,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_24,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_23,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_22,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_21,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_20,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_19,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_18,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_17,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_16,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_15,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_14,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_13,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_12,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_11,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_10,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_9,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_8,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_7,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_6,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_5,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_4,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_3,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_2,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_1,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_0.OC_0,LayerType.Conv2d,7667712,3,3,512,32,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_0.OC_1,LayerType.Conv2d,14909440,1,1,1024,224,1,5,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_0.OC_0,LayerType.Conv2d,14909440,1,1,1024,224,1,5,13,r * s * c * (k // g) * h * w
Shortcut_22,PartSlice_G_SQUEZZE_108,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,PartSlice_G_EXPAND_109,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_1.OC_2,LayerType.Conv2d,4259840,1,1,1024,64,1,5,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_31,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Shortcut_22.G_swap_1,LayerType.Add,0,,,,,,3,13,
Shortcut_22,Conv2d_51.G_swap_1.OC_30,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_29,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_28,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_27,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_26,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_25,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_24,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_23,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_22,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_21,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_20,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_19,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_18,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_17,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_16,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_15,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_14,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_13,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_12,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_11,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_10,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_9,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_8,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_7,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_6,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_5,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_4,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_3,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_2,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_1,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_1.OC_0,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_1.OC_1,LayerType.Conv2d,14909440,1,1,1024,224,1,5,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_1.OC_0,LayerType.Conv2d,14909440,1,1,1024,224,1,5,13,r * s * c * (k // g) * h * w
Shortcut_22,PartSlice_G_SQUEZZE_109,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,PartSlice_G_EXPAND_110,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_2.OC_2,LayerType.Conv2d,4259840,1,1,1024,64,1,5,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_31,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Shortcut_22.G_swap_2,LayerType.Add,0,,,,,,3,13,
Shortcut_22,Conv2d_51.G_swap_2.OC_30,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_29,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_28,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_27,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_26,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_25,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_24,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_23,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_22,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_21,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_20,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_19,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_18,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_17,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_16,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_15,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_14,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_13,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_12,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_11,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_10,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_9,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_8,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_7,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_6,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_5,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_4,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_3,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_2,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_1,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_2.OC_0,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_2.OC_1,LayerType.Conv2d,14909440,1,1,1024,224,1,5,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_2.OC_0,LayerType.Conv2d,14909440,1,1,1024,224,1,5,13,r * s * c * (k // g) * h * w
Shortcut_22,PartSlice_G_SQUEZZE_110,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,PartSlice_G_EXPAND_111,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_3.OC_2,LayerType.Conv2d,3407872,1,1,1024,64,1,4,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_50.G_IR_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_31,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_22,Shortcut_22.G_swap_3,LayerType.Add,0,,,,,,3,13,
Shortcut_22,Conv2d_51.G_swap_3.OC_30,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_29,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_28,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_27,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_26,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_25,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_24,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_23,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_22,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_21,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_20,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_19,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_18,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_17,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_16,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
Shortcut_22,Conv2d_51.G_swap_3.OC_15,LayerType.Conv2d,5750784,3,3,512,32,1,3,13,r * s * c * (k // g) * h * w
